city,city_ascii,province_id,province_name,lat,lng,population,density,timezone,ranking,postal,id
Listuguj,Listuguj,QC,Quebec,48.0609,-66.7491,1241.0,28.0,America/Halifax,4,G0C,1124001828
St. Joseph,St. Joseph,ON,Ontario,46.2667,-84.0,1240.0,9.3,America/Toronto,3,P0R,1124001430
Queensbury,Queensbury,NB,New Brunswick,45.9918,-67.0632,1237.0,4.2,America/Moncton,4,E6L E6E,1124001691
Saint-Hubert-de-Rivière-du-Loup,Saint-Hubert-de-Riviere-du-Loup,QC,Quebec,47.8167,-69.15,1235.0,6.4,America/Toronto,4,G0L,1124000191
Saint-Jude,Saint-Jude,QC,Quebec,45.7667,-72.9833,1235.0,16.0,America/Toronto,3,J0H,1124510808
La Minerve,La Minerve,QC,Quebec,46.25,-74.9333,1234.0,4.4,America/Toronto,3,J0T,1124869065
Trécesson,Trecesson,QC,Quebec,48.65,-78.3167,1232.0,6.3,America/Toronto,4,J0Y,1124000493
Legal,Legal,AB,Alberta,53.9492,-113.595,1232.0,387.9,America/Edmonton,3,T0G,1124819805
Moonbeam,Moonbeam,ON,Ontario,49.35,-82.15,1231.0,5.2,America/Toronto,3,P0L,1124775223
Notre-Dame-des-Pins,Notre-Dame-des-Pins,QC,Quebec,46.1833,-70.7167,1227.0,51.2,America/Toronto,3,G0M,1124000253
Saint-Alban,Saint-Alban,QC,Quebec,46.7167,-72.0833,1225.0,8.2,America/Toronto,3,G0A,1124839435
Saint-Pierre-les-Becquets,Saint-Pierre-les-Becquets,QC,Quebec,46.5,-72.2,1223.0,25.6,America/Toronto,4,G0X,1124957722
Beaver River,Beaver River,SK,Saskatchewan,54.3531,-109.5575,1216.0,0.5,America/Swift_Current,4,S0M,1124717040
Labrecque,Labrecque,QC,Quebec,48.6667,-71.5333,1215.0,7.9,America/Toronto,4,G0W,1124000362
Claremont,Claremont,ON,Ontario,43.9741,-79.1316,1215.0,573.6,America/Toronto,3,L1Y,1124327632
New Bandon,New Bandon,NB,New Brunswick,47.6912,-65.29,1214.0,3.4,America/Moncton,4,E2A E8N,1124001513
Sainte-Hénédine,Sainte-Henedine,QC,Quebec,46.55,-70.9833,1212.0,23.6,America/Toronto,4,G0S,1124771909
L'Anse-Saint-Jean,L'Anse-Saint-Jean,QC,Quebec,48.2333,-70.2,1208.0,2.4,America/Toronto,3,G0V,1124155071
Moose Jaw No. 161,Moose Jaw No. 161,SK,Saskatchewan,50.4433,-105.5091,1207.0,1.6,America/Regina,4,S6H,1124000515
Bassano,Bassano,AB,Alberta,50.7833,-112.4667,1206.0,231.2,America/Edmonton,3,T0J,1124776374
Parrsboro,Parrsboro,NS,Nova Scotia,45.3998,-64.3312,1205.0,81.4,America/Halifax,4,,1124877589
St. George's,St. George's,NL,Newfoundland and Labrador,48.4275,-58.4778,1203.0,46.6,America/St_Johns,3,A0N,1124178262
Fort Simpson,Fort Simpson,NT,Northwest Territories,61.8082,-121.3199,1202.0,15.3,America/Inuvik,4,X0E,1124669512
Akwesasne,Akwesasne,QC,Quebec,45.0155,-74.5769,1202.0,48.4,America/Toronto,4,J0S,1124000436
Ignace,Ignace,ON,Ontario,49.4167,-91.6667,1202.0,16.5,America/Winnipeg,3,P0T,1124972211
Teulon,Teulon,MB,Manitoba,50.3858,-97.2611,1201.0,372.3,America/Winnipeg,3,R0C,1124616630
Peel,Peel,NB,New Brunswick,46.4058,-67.5278,1196.0,10.6,America/Moncton,4,E7L,1124771409
Miltonvale Park,Miltonvale Park,PE,Prince Edward Island,46.318,-63.237,1196.0,34.0,America/Halifax,4,C1E,1124001949
St. Lawrence,St. Lawrence,NL,Newfoundland and Labrador,46.9244,-55.3928,1192.0,33.6,America/St_Johns,3,A0E,1124645666
Oxford,Oxford,NS,Nova Scotia,45.7306,-63.8733,1190.0,110.6,America/Halifax,3,B0M,1124455847
Minto-Odanah,Minto-Odanah,MB,Manitoba,50.2406,-99.8056,1189.0,1.6,America/Winnipeg,4,R0J,1124001517
Saint-Valère,Saint-Valere,QC,Quebec,46.0667,-72.1,1188.0,11.0,America/Toronto,4,G0P,1124182292
St. Alban's,St. Alban's,NL,Newfoundland and Labrador,47.8753,-55.8414,1186.0,56.9,America/St_Johns,3,A0H,1124613667
Kaleden,Kaleden,BC,British Columbia,49.3926,-119.5955,1186.0,274.9,America/Vancouver,3,V0H,1124001071
Saint James,Saint James,NB,New Brunswick,45.3822,-67.3427,1186.0,2.1,America/Moncton,4,E5A E3L,1124001675
Saint-Norbert-d'Arthabaska,Saint-Norbert-d'Arthabaska,QC,Quebec,46.1,-71.8167,1185.0,11.4,America/Toronto,4,G0P,1124000467
Manning,Manning,AB,Alberta,56.9142,-117.6272,1183.0,291.9,America/Edmonton,3,T0H,1124001357
Glenella-Lansdowne,Glenella-Lansdowne,MB,Manitoba,50.4163,-99.2097,1181.0,0.9,America/Winnipeg,4,R0J,1124001185
Saint-Hilarion,Saint-Hilarion,QC,Quebec,47.5667,-70.4,1181.0,11.9,America/Toronto,4,G0A,1124375343
Saint-Modeste,Saint-Modeste,QC,Quebec,47.8333,-69.4,1180.0,10.8,America/Toronto,4,G0L,1124591131
Saint-Siméon,Saint-Simeon,QC,Quebec,48.0667,-65.5667,1179.0,20.9,America/Toronto,4,G0C,1124797465
Saint-Barnabé,Saint-Barnabe,QC,Quebec,46.4,-72.8833,1179.0,20.0,America/Toronto,3,G0X,1124760889
Irricana,Irricana,AB,Alberta,51.3189,-113.6106,1179.0,364.6,America/Edmonton,3,T0M,1124968867
Saint Martins,Saint Martins,NB,New Brunswick,45.4563,-65.4395,1177.0,1.9,America/Moncton,4,E5R,1124001010
Two Borders,Two Borders,MB,Manitoba,49.2668,-101.1124,1175.0,0.5,America/Winnipeg,4,R0M,1124001678
Bury,Bury,QC,Quebec,45.4667,-71.5,1174.0,4.9,America/Toronto,3,J0B,1124643055
Lac-Bouchette,Lac-Bouchette,QC,Quebec,48.25,-72.18,1174.0,1.3,America/Toronto,4,G0W,1124365485
Saint-Lazare-de-Bellechasse,Saint-Lazare-de-Bellechasse,QC,Quebec,46.65,-70.8,1172.0,13.6,America/Toronto,4,G0R,1124054719
Saint-Michel-du-Squatec,Saint-Michel-du-Squatec,QC,Quebec,47.88,-68.72,1171.0,3.2,America/Toronto,4,G0L,1124190334
Saint-Joachim-de-Shefford,Saint-Joachim-de-Shefford,QC,Quebec,45.45,-72.5333,1171.0,9.2,America/Toronto,4,J0E,1124777025
Grand-Remous,Grand-Remous,QC,Quebec,46.6167,-75.9,1168.0,3.3,America/Toronto,3,J0W,1124917091
Saint-Gabriel-de-Rimouski,Saint-Gabriel-de-Rimouski,QC,Quebec,48.4209,-68.1791,1167.0,9.2,America/Toronto,4,G0K,1124766556
Armstrong,Armstrong,ON,Ontario,47.7083,-79.825,1166.0,12.9,America/Toronto,3,P0J,1124000411
Rogersville,Rogersville,NB,New Brunswick,46.7167,-65.4167,1166.0,161.9,America/Moncton,3,E4Y,1124369581
Langenburg,Langenburg,SK,Saskatchewan,50.8333,-101.7,1165.0,337.1,America/Regina,3,S0A,1124335442
Sainte-Marie-Salomé,Sainte-Marie-Salome,QC,Quebec,45.9333,-73.5,1164.0,34.5,America/Toronto,3,J0K,1124001034
Saint-Cyprien,Saint-Cyprien,QC,Quebec,47.9,-69.0167,1163.0,8.4,America/Toronto,4,G0L,1124986836
Centreville,Centreville,NS,Nova Scotia,45.13,-64.5224,1159.0,490.2,America/Halifax,3,B0P,1124795742
Maidstone,Maidstone,SK,Saskatchewan,53.092,-109.294,1156.0,233.5,America/Edmonton,3,S0M,1124537085
Très-Saint-Sacrement,Tres-Saint-Sacrement,QC,Quebec,45.1833,-73.85,1155.0,11.7,America/Toronto,3,J0S,1124001118
Hillsburgh,Hillsburgh,ON,Ontario,43.7914,-80.1354,1152.0,391.7,America/Toronto,3,N0B,1124258378
McAdam,McAdam,NB,New Brunswick,45.5944,-67.3258,1151.0,80.6,America/Moncton,3,E6J,1124054455
Newcastle,Newcastle,NB,New Brunswick,47.1725,-65.5551,1149.0,2.0,America/Moncton,4,E1V,1124367015
Saints-Anges,Saints-Anges,QC,Quebec,46.4167,-70.8833,1149.0,16.6,America/Toronto,4,G0S,1124749056
Saint-Urbain-Premier,Saint-Urbain-Premier,QC,Quebec,45.22,-73.73,1148.0,21.6,America/Toronto,3,J0S,1124927145
Centreville-Wareham-Trinity,Centreville-Wareham-Trinity,NL,Newfoundland and Labrador,48.9879,-53.9069,1147.0,30.8,America/St_Johns,3,A0G,1124000332
Alberton,Alberton,PE,Prince Edward Island,46.8167,-64.0667,1145.0,253.5,America/Halifax,3,C0B,1124792801
Winnipeg Beach,Winnipeg Beach,MB,Manitoba,50.5058,-96.9742,1145.0,295.9,America/Winnipeg,3,R0C,1124001121
Sainte-Agathe-de-Lotbinière,Sainte-Agathe-de-Lotbiniere,QC,Quebec,46.3833,-71.4167,1145.0,6.9,America/Toronto,4,G0S,1124003470
Salmo,Salmo,BC,British Columbia,49.1942,-117.2778,1141.0,466.2,America/Vancouver,3,V0G,1124411651
Kipling,Kipling,SK,Saskatchewan,50.1015,-102.6324,1140.0,396.5,America/Regina,3,S0G,1124000823
Sagamok,Sagamok,ON,Ontario,46.1529,-82.2072,1140.0,11.6,America/Toronto,4,P0P,1124001822
Grande-Vallée,Grande-Vallee,QC,Quebec,49.2167,-65.1333,1137.0,7.9,America/Toronto,3,G0E,1124608975
Bertrand,Bertrand,NB,New Brunswick,47.7622,-65.0686,1137.0,24.5,America/Moncton,4,E1W,1124001809
Mont-Carmel,Mont-Carmel,QC,Quebec,47.4397,-69.8586,1136.0,2.7,America/Toronto,4,G0L,1124064864
Victoria,Victoria,MB,Manitoba,49.6644,-98.9153,1132.0,2.2,America/Winnipeg,4,R0G R0K,1124000196
Saint-Eugène,Saint-Eugene,QC,Quebec,45.8,-72.7,1131.0,14.9,America/Toronto,3,J0C,1124834014
Notre-Dame-des-Neiges,Notre-Dame-des-Neiges,QC,Quebec,48.1167,-69.1667,1129.0,12.0,America/Toronto,4,G0L,1124000518
Saint-André,Saint-Andre,NB,New Brunswick,47.1392,-67.7444,1129.0,8.8,America/Moncton,4,,1124000931
Roland,Roland,MB,Manitoba,49.3547,-97.8997,1129.0,2.3,America/Winnipeg,4,R0G,1124796797
Saint-Léon-de-Standon,Saint-Leon-de-Standon,QC,Quebec,46.4833,-70.6167,1128.0,8.2,America/Toronto,4,G0R,1124297826
Hensall,Hensall,ON,Ontario,43.4345,-81.504,1126.0,569.0,America/Toronto,3,,1124762629
Carnduff,Carnduff,SK,Saskatchewan,49.167,-101.783,1126.0,498.2,America/Regina,3,S0C,1124238691
Greenwich,Greenwich,NB,New Brunswick,45.5112,-66.1229,1126.0,9.8,America/Moncton,4,E5M,1124001377
Carling,Carling,ON,Ontario,45.4333,-80.2167,1125.0,4.5,America/Toronto,3,P0G,1124000522
Eckville,Eckville,AB,Alberta,52.3622,-114.3614,1125.0,703.3,America/Edmonton,3,T0M,1124000793
Nain,Nain,NL,Newfoundland and Labrador,56.5422,-61.6928,1125.0,11.9,America/Goose_Bay,3,A0P,1124719084
Foam Lake,Foam Lake,SK,Saskatchewan,51.65,-103.5333,1123.0,189.4,America/Regina,3,S0A,1124751136
Sayabec,Sayabec,QC,Quebec,48.5667,-67.6833,1122.0,353.1,America/Toronto,3,G0J,1124175872
Laird,Laird,ON,Ontario,46.3833,-84.0667,1121.0,10.9,America/Toronto,4,P0S,1124000662
Sainte-Sabine,Sainte-Sabine,QC,Quebec,45.2333,-73.0167,1120.0,20.3,America/Toronto,4,J0J,1124001836
Tara,Tara,ON,Ontario,44.4793,-81.1445,1119.0,465.3,America/Toronto,3,N0H,1124001864
Saint-Maxime-du-Mont-Louis,Saint-Maxime-du-Mont-Louis,QC,Quebec,49.2333,-65.7333,1118.0,4.8,America/Toronto,3,G0E,1124000029
Blanc-Sablon,Blanc-Sablon,QC,Quebec,51.4167,-57.1333,1118.0,4.5,America/Blanc-Sablon,3,G0G,1124785666
Cobalt,Cobalt,ON,Ontario,47.4,-79.6833,1118.0,776.0,America/Toronto,3,P0J,1124248298
South River,South River,ON,Ontario,45.8417,-79.375,1114.0,268.3,America/Toronto,3,P0A,1124154548
Hudson Bay No. 394,Hudson Bay No. 394,SK,Saskatchewan,53.0295,-102.3122,1114.0,0.1,America/Regina,4,S0E,1124001694
Waldheim,Waldheim,SK,Saskatchewan,52.65,-106.6167,1113.0,525.5,America/Regina,3,S0K,1124273730
McKellar,McKellar,ON,Ontario,45.4833,-79.85,1111.0,6.1,America/Toronto,3,P0G P2A,1124000057
Buffalo Narrows,Buffalo Narrows,SK,Saskatchewan,55.8769,-108.5244,1110.0,16.2,America/Swift_Current,3,S0M,1124766743
Ayer’s Cliff,Ayer's Cliff,QC,Quebec,45.1667,-72.05,1109.0,197.9,America/Toronto,3,J0B,1124916439
Les Méchins,Les Mechins,QC,Quebec,49.0,-66.9833,1107.0,2.5,America/Toronto,3,G0J,1124540316
Sainte-Marguerite,Sainte-Marguerite,QC,Quebec,46.5167,-70.9333,1107.0,12.9,America/Toronto,4,G0S,1124041972
Saint-Claude,Saint-Claude,QC,Quebec,45.6667,-71.9833,1106.0,9.3,America/Toronto,4,J1S,1124525083
Air Ronge,Air Ronge,SK,Saskatchewan,55.0872,-105.3318,1106.0,184.3,America/Regina,3,S0J,1124001996
Chipman,Chipman,NB,New Brunswick,46.171,-65.884,1104.0,58.0,America/Moncton,3,E4A,1124551016
Weyburn No. 67,Weyburn No. 67,SK,Saskatchewan,49.6535,-103.8348,1103.0,1.4,America/Regina,4,S4H,1124000632
Alberta Beach,Alberta Beach,AB,Alberta,53.6767,-114.35,1103.0,507.1,America/Edmonton,3,T0E,1124000690
Sainte-Jeanne-d'Arc,Sainte-Jeanne-d'Arc,QC,Quebec,48.8575,-72.0939,1101.0,4.1,America/Toronto,3,G0W,1124001392
Sainte-Félicité,Sainte-Felicite,QC,Quebec,48.9,-67.3333,1100.0,12.1,America/Toronto,3,G0J,1124831574
Girardville,Girardville,QC,Quebec,49.0,-72.55,1100.0,8.9,America/Toronto,4,G0W,1124315247
Saint-Bruno-de-Guigues,Saint-Bruno-de-Guigues,QC,Quebec,47.4667,-79.4333,1100.0,8.8,America/Toronto,4,J0Z,1124052468
Grenfell,Grenfell,SK,Saskatchewan,50.4167,-102.9167,1099.0,347.0,America/Regina,3,S0G,1124603747
South Algonquin,South Algonquin,ON,Ontario,45.4967,-78.0239,1096.0,1.3,America/Toronto,3,K0J,1124001032
Upton,Upton,QC,Quebec,45.65,-72.6833,1092.0,348.6,America/Toronto,3,J0H,1124955599
Saint-Narcisse-de-Beaurivage,Saint-Narcisse-de-Beaurivage,QC,Quebec,46.4833,-71.2333,1091.0,17.6,America/Toronto,4,G0S,1124000086
Plaisance,Plaisance,QC,Quebec,45.6167,-75.1167,1088.0,30.1,America/Toronto,3,J0V,1124858477
Roxton-Sud,Roxton-Sud,QC,Quebec,45.5521,-72.5265,1086.0,7.3,America/Toronto,4,J0H,1124174410
St. Louis No. 431,St. Louis No. 431,SK,Saskatchewan,52.8277,-105.7873,1086.0,1.4,America/Regina,4,S0J S0K,1124000136
Noonan,Noonan,NB,New Brunswick,45.9544,-66.4868,1086.0,14.3,America/Moncton,4,E3A,1124001109
Duchess,Duchess,AB,Alberta,50.7333,-111.9,1085.0,553.4,America/Edmonton,3,T0J,1124156956
Saint-Frédéric,Saint-Frederic,QC,Quebec,46.3,-70.9667,1085.0,14.9,America/Toronto,4,G0N,1124436339
Saint-Narcisse-de-Rimouski,Saint-Narcisse-de-Rimouski,QC,Quebec,48.28,-68.43,1084.0,6.7,America/Toronto,4,G0K,1124000363
Atholville,Atholville,NB,New Brunswick,47.9818511106651,-66.714689041714,1084.0,105.5,America/Toronto,3,E3N,1124001302
Viking,Viking,AB,Alberta,53.0953,-111.7769,1083.0,292.5,America/Edmonton,3,T0B,1124502081
Sioux Narrows-Nestor Falls,Sioux Narrows-Nestor Falls,ON,Ontario,49.4,-94.08,1082.0,0.5,America/Winnipeg,3,P0X,1124000587
Repulse Bay,Repulse Bay,NU,Nunavut,66.5628,-86.3186,1082.0,2.6,America/Rankin_Inlet,4,X0C,1124398936
Saint-Patrice-de-Beaurivage,Saint-Patrice-de-Beaurivage,QC,Quebec,46.4167,-71.2333,1080.0,12.6,America/Toronto,4,G0S,1124097931
Bentley,Bentley,AB,Alberta,52.4667,-114.05,1078.0,482.2,America/Edmonton,3,T0C,1124340912
Durham,Durham,NB,New Brunswick,47.7631,-66.0849,1076.0,2.6,America/Moncton,4,E8G,1124000804
Sainte-Marthe,Sainte-Marthe,QC,Quebec,45.4,-74.3,1075.0,13.5,America/Toronto,3,J0P,1124191744
Notre-Dame-du-Nord,Notre-Dame-du-Nord,QC,Quebec,47.6,-79.4833,1075.0,14.3,America/Toronto,3,J0Z,1124408692
Beachburg,Beachburg,ON,Ontario,45.7303,-76.8559,1074.0,250.3,America/Toronto,3,K0J,1124185620
Pinehouse,Pinehouse,SK,Saskatchewan,55.5136,-106.5986,1074.0,142.9,America/Regina,3,S0J,1124001604
Saint-Aimé-des-Lacs,Saint-Aime-des-Lacs,QC,Quebec,47.6833,-70.3,1073.0,11.6,America/Toronto,4,G0T,1124001325
Wedgeport,Wedgeport,NS,Nova Scotia,43.7323,-65.9797,1071.0,111.1,America/Halifax,4,B0W,1124599537
Lac-Drolet,Lac-Drolet,QC,Quebec,45.72,-70.85,1071.0,8.6,America/Toronto,4,G0Y,1124120357
Preeceville,Preeceville,SK,Saskatchewan,51.958,-102.6673,1070.0,0.7,America/Regina,3,S0A,1124064523
Maple Creek No. 111,Maple Creek No. 111,SK,Saskatchewan,49.8044,-109.6508,1068.0,0.3,America/Swift_Current,4,S0N,1124000783
Harbour Main-Chapel's Cove-Lakeview,Harbour Main-Chapel's Cove-Lakeview,NL,Newfoundland and Labrador,47.4337,-53.1458,1067.0,50.6,America/St_Johns,3,A0A,1124000035
Coleraine,Coleraine,QC,Quebec,45.9649,-71.3734,1067.0,255.6,America/Toronto,3,G0N,1124793029
Birch Hills,Birch Hills,SK,Saskatchewan,52.9833,-105.4333,1066.0,468.4,America/Regina,3,S0J,1124520497
Saint-Bonaventure,Saint-Bonaventure,QC,Quebec,45.9667,-72.6833,1066.0,13.5,America/Toronto,4,J0C,1124324069
Saint-Wenceslas,Saint-Wenceslas,QC,Quebec,46.1667,-72.3333,1064.0,13.3,America/Toronto,4,G0Z,1124947290
Kerrobert,Kerrobert,SK,Saskatchewan,51.92,-109.1272,1061.0,141.7,America/Swift_Current,3,S0L,1124941446
Havelock,Havelock,NB,New Brunswick,45.9523,-65.3885,1061.0,3.0,America/Moncton,4,E4Z,1124740292
Eston,Eston,SK,Saskatchewan,51.15,-108.75,1061.0,390.3,America/Swift_Current,3,S0L,1124212993
Sainte-Geneviève-de-Batiscan,Sainte-Genevieve-de-Batiscan,QC,Quebec,46.5333,-72.3333,1060.0,10.8,America/Toronto,3,G0X,1124685530
Saint-Justin,Saint-Justin,QC,Quebec,46.25,-73.0833,1060.0,13.5,America/Toronto,4,J0K,1124449723
Saint-Norbert,Saint-Norbert,QC,Quebec,46.1667,-73.3167,1059.0,14.1,America/Toronto,3,J0K,1124000928
Schreiber,Schreiber,ON,Ontario,48.8167,-87.2667,1059.0,28.8,America/Toronto,3,P0T,1124663303
Trochu,Trochu,AB,Alberta,51.8236,-113.2328,1058.0,381.1,America/Edmonton,3,T0M,1124642144
Botsford,Botsford,NB,New Brunswick,46.1145,-63.9804,1058.0,3.5,America/Moncton,4,E4M,1124000452
Riviere-Ouelle,Riviere-Ouelle,QC,Quebec,47.4333,-70.0167,1058.0,18.6,America/Toronto,3,G0L,1124401890
Stukely-Sud,Stukely-Sud,QC,Quebec,45.3167,-72.4167,1058.0,15.8,America/Toronto,4,J0E,1124476796
Saint-Georges-de-Clarenceville,Saint-Georges-de-Clarenceville,QC,Quebec,45.0667,-73.25,1056.0,16.6,America/Toronto,3,J0J,1124963246
Plantagenet,Plantagenet,ON,Ontario,45.5321,-74.9956,1056.0,270.7,America/Toronto,3,K0B,1124496473
Sainte-Thérèse-de-Gaspé,Sainte-Therese-de-Gaspe,QC,Quebec,48.4167,-64.4167,1055.0,31.5,America/Toronto,3,G0C,1124000271
Sainte-Pétronille,Sainte-Petronille,QC,Quebec,46.85,-71.1333,1055.0,244.4,America/Toronto,3,G0A,1124000628
Desbiens,Desbiens,QC,Quebec,48.4167,-71.95,1053.0,101.1,America/Toronto,4,G0W,1124443927
Clyde River,Clyde River,NU,Nunavut,70.4632,-68.4822,1053.0,9.9,America/Iqaluit,4,X0A,1124801172
La Macaza,La Macaza,QC,Quebec,46.3667,-74.7667,1053.0,6.5,America/Toronto,3,J0T,1124760668
Souris,Souris,PE,Prince Edward Island,46.3554,-62.2542,1053.0,303.7,America/Halifax,3,C0A,1124838959
Kindersley No. 290,Kindersley No. 290,SK,Saskatchewan,51.4894,-109.0979,1049.0,0.5,America/Swift_Current,4,S0L,1124000416
Falher,Falher,AB,Alberta,55.7372,-117.2014,1047.0,376.4,America/Edmonton,3,T0H,1124001263
Saint-Vallier,Saint-Vallier,QC,Quebec,46.8833,-70.8167,1046.0,23.4,America/Toronto,3,G0R,1124440624
Melita,Melita,MB,Manitoba,49.2681,-100.9958,1042.0,342.7,America/Winnipeg,3,R0M,1124113199
Davidson,Davidson,SK,Saskatchewan,51.2667,-105.9667,1039.0,228.4,America/Regina,3,S0G,1124057902
Bristol,Bristol,QC,Quebec,45.5333,-76.4667,1036.0,5.0,America/Toronto,3,J0X,1124215672
Mahone Bay,Mahone Bay,NS,Nova Scotia,44.4489,-64.3819,1036.0,332.1,America/Halifax,3,B0J,1124406380
Saint-Sylvestre,Saint-Sylvestre,QC,Quebec,46.3667,-71.2333,1035.0,7.1,America/Toronto,3,G0S,1124754541
Taloyoak,Taloyoak,NU,Nunavut,69.5554,-93.4972,1029.0,27.3,America/Cambridge_Bay,4,X0B,1124099415
Onoway,Onoway,AB,Alberta,53.7011,-114.1981,1029.0,310.3,America/Edmonton,3,T0E,1124983122
Saint-Stanislas,Saint-Stanislas,QC,Quebec,46.6167,-72.4,1029.0,11.5,America/Toronto,3,G0X,1124711165
Battle River No. 438,Battle River No. 438,SK,Saskatchewan,52.7343,-108.4452,1029.0,1.0,America/Swift_Current,4,S0M,1124001521
Malpeque,Malpeque,PE,Prince Edward Island,46.5,-63.6667,1029.0,8.1,America/Halifax,3,C0B,1124663926
Longue-Rive,Longue-Rive,QC,Quebec,48.55,-69.25,1026.0,3.3,America/Toronto,3,G0T,1124001270
Argyle,Argyle,MB,Manitoba,49.3697,-99.1506,1025.0,1.3,America/Winnipeg,4,R0K,1124001193
Delisle,Delisle,SK,Saskatchewan,51.9254,-107.1333,1024.0,307.5,America/Swift_Current,3,S0L,1124184784
Plaster Rock,Plaster Rock,NB,New Brunswick,46.8833,-67.3833,1023.0,336.1,America/Moncton,3,E7G,1124983558
Wilmot,Wilmot,NB,New Brunswick,46.3463,-67.7099,1022.0,5.3,America/Moncton,4,E7K,1124000939
Valemount,Valemount,BC,British Columbia,52.8284,-119.2659,1021.0,197.6,America/Vancouver,4,V0E,1124899599
Saint-Léonard-de-Portneuf,Saint-Leonard-de-Portneuf,QC,Quebec,46.8833,-71.9167,1019.0,7.2,America/Toronto,4,G0A,1124001565
Longlaketon No. 219,Longlaketon No. 219,SK,Saskatchewan,50.9386,-104.6913,1016.0,1.0,America/Regina,4,S0G,1124000772
Papineau-Cameron,Papineau-Cameron,ON,Ontario,46.3,-78.7333,1016.0,1.8,America/Toronto,4,P0H,1124000867
Assiginack,Assiginack,ON,Ontario,45.7333,-81.8,1013.0,4.5,America/Toronto,3,P0P,1124000091
Brébeuf,Brebeuf,QC,Quebec,46.0667,-74.6667,1012.0,27.9,America/Toronto,4,J0T,1124001084
Hudson Hope,Hudson Hope,BC,British Columbia,56.0316,-121.9057,1012.0,1.1,America/Dawson_Creek,3,V0C,1124260692
Baie-du-Febvre,Baie-du-Febvre,QC,Quebec,46.13,-72.72,1010.0,10.4,America/Toronto,3,J0G,1124218916
Durham-Sud,Durham-Sud,QC,Quebec,45.6667,-72.3333,1008.0,10.8,America/Toronto,4,J0H,1124105436
Melbourne,Melbourne,QC,Quebec,45.58,-72.17,1004.0,5.8,America/Toronto,3,J0B,1124850489
Nipawin No. 487,Nipawin No. 487,SK,Saskatchewan,53.2881,-104.0544,1004.0,1.1,America/Regina,4,S0E,1124001339
Duck Lake No. 463,Duck Lake No. 463,SK,Saskatchewan,52.9596,-106.2089,1004.0,1.0,America/Regina,4,S0K S6V,1124001661
Oyen,Oyen,AB,Alberta,51.3522,-110.4739,1001.0,189.6,America/Edmonton,3,T0J,1124000494
Gravelbourg,Gravelbourg,SK,Saskatchewan,49.874,-106.555,986.0,316.0,America/Regina,3,S0H,1124409900
Lajord No. 128,Lajord No. 128,SK,Saskatchewan,50.1965,-104.2507,985.0,1.0,America/Regina,4,S0G,1124000590
Hébertville,Hebertville,QC,Quebec,48.3908095949458,-71.6819728261466,981.0,1303.3,America/Toronto,3,G8N,1124293093
Lorrainville,Lorrainville,QC,Quebec,47.3542299036518,-79.3520914698444,977.0,267.6,America/Toronto,3,J0Z,1124001976
Prince,Prince,ON,Ontario,46.5333,-84.5,975.0,11.5,America/Toronto,3,P6A,1124000733
Athens,Athens,ON,Ontario,44.625,-75.95,974.0,458.8,America/Toronto,3,K0E,1124291343
Saint-René-de-Matane,Saint-Rene-de-Matane,QC,Quebec,48.7,-67.3833,961.0,3.8,America/Toronto,4,G0J,1124000167
Eastman,Eastman,QC,Quebec,45.2968981712764,-72.3055222480217,961.0,77.0,America/Toronto,4,J0E,1124001358
Kugluktuk,Kugluktuk,NU,Nunavut,67.823848117453,-115.099088952782,956.0,2845.2,America/Cambridge_Bay,2,X0B,1124349489
Kedgwick,Kedgwick,NB,New Brunswick,47.6456,-67.3431,953.0,238.5,America/Moncton,3,E8B,1124759374
Wemotaci,Wemotaci,QC,Quebec,47.9024818814051,-73.7817090155559,950.0,2323.9,America/Toronto,2,G0X,1124001294
Cookshire,Cookshire,QC,Quebec,45.4121611599823,-71.6161136717221,950.0,471.3,America/Toronto,3,J0B,1124895156
Dorchester,Dorchester,NB,New Brunswick,45.9016,-64.5161,906.0,158.7,America/Moncton,3,E4K,1124001021
Fortune,Fortune,NL,Newfoundland and Labrador,47.0722112118505,-55.8243165856721,894.0,1671.3,America/St_Johns,3,A0E,1124546267
Hamiota,Hamiota,MB,Manitoba,50.1964,-100.6342,856.0,255.6,America/Winnipeg,3,R0M,1124139264
Gillam,Gillam,MB,Manitoba,56.3489179571208,-94.7111288476739,836.0,824.5,America/Winnipeg,3,R0B,1124560722
Grand View,Grand View,MB,Manitoba,51.155,-100.7892,808.0,286.9,America/Winnipeg,3,R0L,1124791401
Dildo,Dildo,NL,Newfoundland and Labrador,47.5685,-53.5471,803.0,144.6,America/St_Johns,4,A0B,1124396361
Laurierville,Laurierville,QC,Quebec,46.3,-71.65,701.0,195.8,America/Toronto,4,G0S,1124864029
Ripon,Ripon,QC,Quebec,45.7833,-75.1,684.0,140.5,America/Toronto,4,J0V,1124368199
Henryville,Henryville,QC,Quebec,45.1333,-73.1833,655.0,860.9,America/Toronto,3,J0J,1124175333
Gracefield,Gracefield,QC,Quebec,46.0926321848593,-76.0513883182302,620.0,206.8,America/Toronto,3,J0X,1124000820
Chatsworth,Chatsworth,ON,Ontario,44.38,-80.87,560.0,733.8,America/Toronto,3,N0H,1124525225
McCreary,McCreary,MB,Manitoba,50.7494,-99.485,497.0,269.5,America/Winnipeg,3,R0J,1124852381
